Commands:
    CTRL+R    Reset chip
    CTRL+C    Exit

ESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x15 (USB_UART_CHIP_RESET),boot:0x2b (SPI_FAST_FLASH_BOOT)
Saved PC:0x40378eb1
SPIWP:0xee
mode:DIO, clock div:2
load:0x3fce2820,len:0x158c
load:0x403c8700,len:0xd24
load:0x403cb700,len:0x2f34
entry 0x403c8924
I (28) boot: ESP-IDF v5.5.1-838-gd66ebb86d2e 2nd stage bootloader
I (29) boot: compile time Nov 26 2025 12:27:56
I (29) boot: Multicore bootloader
I (30) boot: chip revision: v0.2
I (32) boot: efuse block revision: v1.4
I (36) boot.esp32s3: Boot SPI Speed : 40MHz
I (40) boot.esp32s3: SPI Mode       : DIO
I (44) boot.esp32s3: SPI Flash Size : 4MB
I (47) boot: Enabling RNG early entropy source...
I (52) boot: Partition Table:
I (54) boot: ## Label            Usage          Type ST Offset   Length
I (61) boot:  0 nvs              WiFi data        01 02 00009000 00006000
I (67) boot:  1 phy_init         RF data          01 01 0000f000 00001000
I (74) boot:  2 factory          factory app      00 00 00010000 003f0000
I (80) boot: End of partition table
I (84) esp_image: segment 0: paddr=00010020 vaddr=3c000020 size=02bb0h ( 11184) map
I (94) esp_image: segment 1: paddr=00012bd8 vaddr=3fc897a8 size=01a58h (  6744) load
I (100) esp_image: segment 2: paddr=00014638 vaddr=40378000 size=017a8h (  6056) load
I (108) esp_image: segment 3: paddr=00015de8 vaddr=00000000 size=0a230h ( 41520) 
I (123) esp_image: segment 4: paddr=00020020 vaddr=42010020 size=080d0h ( 32976) map
I (134) boot: Loaded app from partition at offset 0x10000
I (134) boot: Disabling RNG early entropy source...
# sensor OK (WHO_AM_I = 0x68)
# capture: 128 samples @ 20 ms (~50 Hz)
# columns: ax,ay,az,gx,gy,gz (raw counts)
# press BOOT, wait for GO, then perform the gesture
# ready...
# GO
1864,-1504,2680,-18418,7776,3442
8,-2676,9660,-14071,1835,1174
1300,-3456,-448,-4404,-4470,2235
-128,-3232,11192,3437,11219,144
3276,-2304,21732,-4186,6972,-1151
5116,-696,13448,-6752,-2257,4123
692,-4100,9948,-1507,3008,6559
-4204,-6304,18252,-2817,8445,1061
-2248,-5140,15356,-4548,-1950,-3142
3604,-2912,8688,3354,-2370,-2673
3068,-1964,18472,5396,494,-341
656,-3408,20752,1383,-1623,709
-148,-3200,15232,2352,-3598,-1123
1356,-2244,20084,1442,2678,-2774
2316,-1920,20876,-1722,-1331,-2135
3144,-1736,15812,665,-4475,-236
932,-3832,17244,1333,-1604,59
1312,-2896,18420,-1484,1227,-2039
2356,-2528,15336,-712,-2064,-1461
1692,-2608,16632,2442,-968,-1286
3880,-1460,19348,365,-1712,-978
2832,-1528,16664,-2533,-719,2053
-52,-3200,15916,-2085,650,654
1304,-2536,16632,-881,-131,-1329
3780,-1672,15912,-600,-726,51
1616,-2304,17536,-695,1912,793
652,-2684,19184,-1820,398,-732
1540,-1968,16544,-816,-1024,-1095
3008,-2044,17596,-1398,1268,-1171
3756,-1576,17928,-3246,1476,411
1456,-2424,15100,-1455,-1107,1642
132,-3264,15728,1144,-423,-203
2096,-2108,18740,-9,1013,-2046
3668,-1052,18400,-1773,6,-717
3224,-1132,16500,-1297,734,892
2668,-1512,17568,-1594,2219,1637
748,-2016,17636,-1487,539,1834
452,-2468,16992,-600,-772,337
1520,-1844,17548,-744,-73,-590
2012,-2008,16912,-1895,41,91
1116,-2308,15844,-1118,-1276,-33
1268,-2120,16608,606,926,-1019
2296,-1536,18796,-724,832,-1342
2148,-1284,17700,-1526,-491,-511
1692,-1608,16972,-961,-437,-112
1484,-1700,17152,-2389,182,-560
1912,-2008,15856,-2284,425,-662
2312,-1800,16432,-1663,1468,-759
2520,-1420,17664,-2395,2015,-339
1760,-1972,17832,-3008,2229,201
1928,-1780,16904,-2710,-124,-56
1920,-2548,15068,-233,-2192,395
1200,-2420,17600,852,235,-186
2000,-1404,19856,-1305,-144,-739
1848,-1824,17576,-2278,-1723,118
1756,-2000,15368,-610,-1754,-288
1832,-1776,17804,-531,588,-979
2172,-1340,18368,-1920,343,-1033
2816,-1120,16996,-2489,672,-291
1808,-1732,17004,-2206,771,24
1448,-1956,16900,-2424,1125,-267
1388,-1736,16944,-3056,1636,-1040
2508,-1408,15452,-2253,-216,-686
2280,-1864,15284,253,-740,573
412,-2312,18244,773,-2206,593
48,-2268,17308,72,-1988,-534
1604,-1816,18052,-975,136,-1966
2668,-1436,17644,-1938,-158,-1036
1908,-1820,16712,-1078,-999,-917
2496,-1500,17424,-745,-802,-1326
3268,-1376,17752,-1715,469,-890
3528,-1000,17376,-2075,-197,323
2060,-1700,16504,-1443,-916,1237
1356,-1748,17092,53,-1462,546
1296,-1792,18616,-586,-72,-225
2308,-1304,18752,-2431,439,-589
2648,-1264,17356,-2623,-813,207
2564,-1656,17116,-1776,-777,603
2356,-1620,16952,-2672,501,871
1296,-2260,16656,-2934,1100,549
1752,-2284,16016,-2169,-327,-134
# recorded 2 gesture(s)
# ready...
# GO
-,-,-,-,-,-
2020,-1880,15920,-3868,1243,1306
920,-2628,16068,-2401,1079,-784
2932,-1988,16420,-2793,1411,-1343
3908,-1632,15804,-1555,-1185,-40
2088,-2444,15340,-215,-1677,681
392,-3056,15372,-656,-363,-1222
2056,-3248,13824,-902,332,-3103
3196,-1692,13060,1414,-114,-2747
2908,-1476,13820,3432,-2063,-1174
2024,-2480,9880,5530,-3196,-652
2544,-1468,6896,9558,-2110,-1592
652,472,6788,13800,2074,-2458
960,2664,12768,16958,2429,-4798
4380,4500,9828,17569,-3799,-3850
416,4896,7668,22006,-2535,-4002
1700,7232,12700,23545,-579,-6218
5816,9080,12292,19363,725,-4540
2612,10428,10656,18308,3084,-2633
2248,13536,16120,21559,2705,-3203
-920,14156,19688,18015,306,-5561
4148,17420,23052,13982,4833,-7631
7368,18268,20640,10321,1621,-4133
4744,16564,18520,11979,-1360,-471
1748,15864,25796,6946,1450,-1426
2072,16124,28144,-2369,2427,-2556
2132,15936,25480,-11300,5276,-3116
3984,15664,22892,-15673,4253,-2376
5464,14028,15432,-13671,1355,1209
4080,14124,17356,-9097,-2688,3563
1940,13284,24324,-9916,-4957,3714
4192,15020,21448,-19696,-2383,3875
1840,11828,15616,-22836,2471,3576
2872,10472,13504,-20027,2984,2660
3080,9848,14852,-15776,-1995,4094
244,8300,17384,-15254,-3332,3503
1820,7384,15296,-18566,-1860,2252
3184,6648,13604,-19143,1535,2107
2888,5896,13572,-18753,-164,3063
2280,4936,12300,-15930,-2936,4150
88,2284,8376,-13401,-748,4285
272,480,13108,-11256,2285,1031
2904,492,9624,-10093,-1231,1336
2300,-488,7124,-3066,-4440,2407
1720,-596,11500,1232,-1753,1443
1504,-596,16924,-1969,2816,316
3028,-348,15440,-4030,1342,47
3920,-208,13720,-2335,-638,1258
1940,-1484,15180,-1175,1546,1150
2168,-1432,17648,-4304,5398,-203
1476,-904,15272,-4451,376,-389
2392,-1028,12212,1705,-1731,149
2368,-848,19256,1326,698,-218
1592,-772,18000,-1198,-455,-487
1576,-548,17052,-231,472,-1698
2756,136,18892,-727,674,-2432
3876,736,17876,-1284,-800,-1682
3576,328,16696,82,-1201,-1159
3340,256,18512,-1041,712,-1455
3084,264,17580,-2129,765,-1024
2748,204,17684,-2618,1767,-1083
3364,128,18216,-3486,1202,-661
3052,392,16472,-3047,-794,771
2128,-704,16528,-1986,-229,1258
1488,-1008,16528,-2186,908,170
1760,-572,17160,-2193,776,-596
3160,-156,16468,-1203,329,-170
2300,-324,17784,-1199,508,1033
1300,-628,17148,-1189,-822,807
2068,-572,16968,-862,255,157
2648,-388,16768,-1319,1555,93
